County,State,MedicalPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicalAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
Walker County,Alabama,0.44,0.08,0.26,0.22,81229.5,14769,47999.3,40614.8,184613
Jackson County,Alabama,0.36,0.08,0.25,0.31,66460.5,14769,46153.1,57229.9,152888
Etowah County,Alabama,0.4,0.1,0.27,0.23,73845,18461.3,49845.4,42460.9,149380
St. Clair County,Alabama,0.36,0.13,0.31,0.2,66460.5,23999.6,57229.9,36922.5,147531
Tuscaloosa County,Alabama,0.44,0.14,0.28,0.14,81229.5,25845.8,51691.5,25845.8,146907
Calhoun County,Alabama,0.43,0.12,0.28,0.17,79383.4,22153.5,51691.5,31384.1,143442
Covington County,Alabama,0.43,0.1,0.25,0.22,79383.4,18461.3,46153.1,40614.8,140630
Lee County,Alabama,0.35,0.17,0.29,0.19,64614.4,31384.1,53537.6,35076.4,136953
DeKalb County,Alabama,0.38,0.08,0.25,0.29,70152.8,14769,46153.1,53537.6,136088
Tallapoosa County,Alabama,0.41,0.11,0.24,0.24,75691.1,20307.4,44307,44307,135045
Houston County,Alabama,0.35,0.13,0.29,0.23,64614.4,23999.6,53537.6,42460.9,133408
Talladega County,Alabama,0.54,0.1,0.27,0.09,99690.8,18461.3,49845.4,16615.1,130360
Escambia County,Alabama,0.47,0.1,0.28,0.15,86767.9,18461.3,51691.5,27691.9,129930
Chambers County,Alabama,0.46,0.12,0.24,0.18,84921.8,22153.5,44307,33230.3,129458
Coffee County,Alabama,0.3,0.13,0.31,0.26,55383.8,23999.6,57229.9,47999.3,126800
Autauga County,Alabama,0.34,0.16,0.27,0.23,62768.3,29538,49845.4,42460.9,121506
Madison County,Alabama,0.34,0.17,0.3,0.19,62768.3,31384.1,55383.8,35076.4,117088
Colbert County,Alabama,0.37,0.12,0.29,0.22,68306.6,22153.5,53537.6,40614.8,117033
Chilton County,Alabama,0.46,0.1,0.31,0.13,84921.8,18461.3,57229.9,23999.6,116110
Jefferson County,Alabama,0.45,0.17,0.26,0.12,83075.6,31384.1,47999.3,22153.5,115941
Dallas County,Alabama,0.57,0.14,0.23,0.06,105229.1,25845.8,42460.9,11076.8,115107
Cullman County,Alabama,0.37,0.11,0.3,0.22,68306.6,20307.4,55383.8,40614.8,113591
Shelby County,Alabama,0.29,0.17,0.33,0.21,53537.6,31384.1,60922.1,38768.6,112024
Blount County,Alabama,0.36,0.1,0.28,0.26,66460.5,18461.3,51691.5,47999.3,111280
Marshall County,Alabama,0.36,0.09,0.26,0.29,66460.5,16615.1,47999.3,53537.6,110956
Montgomery County,Alabama,0.45,0.21,0.24,0.1,83075.6,38768.6,44307,18461.3,107357
Macon County,Alabama,0.55,0.22,0.25,-0.02,101536.9,40614.8,46153.1,-3692.3,105436
Dale County,Alabama,0.35,0.13,0.35,0.17,64614.4,23999.6,64614.4,31384.1,102477
Lauderdale County,Alabama,0.34,0.14,0.27,0.25,62768.3,25845.8,49845.4,46153.1,100764
Baldwin County,Alabama,0.28,0.14,0.33,0.25,51691.5,25845.8,60922.1,46153.1,99743
Pike County,Alabama,0.41,0.17,0.28,0.14,75691.1,31384.1,51691.5,25845.8,99653
Elmore County,Alabama,0.31,0.15,0.31,0.23,57229.9,27691.9,57229.9,42460.9,98167
Russell County,Alabama,0.51,0.17,0.28,0.04,94152.4,31384.1,51691.5,7384.5,95871
Morgan County,Alabama,0.4,0.12,0.29,0.19,73845,22153.5,53537.6,35076.4,94217
Limestone County,Alabama,0.35,0.15,0.32,0.18,64614.4,27691.9,59076,33230.3,91200
Mobile County,Alabama,0.42,0.18,0.27,0.13,77537.3,33230.3,49845.4,23999.6,85017
Marengo County,Alabama,0.45,0.17,0.29,0.09,83075.6,31384.1,53537.6,16615.1,74335
Fairbanks North Star Borough,Alaska,0.3,0.14,0.35,0.21,55383.8,25845.8,64614.4,38768.6,114643
Kenai Peninsula Borough,Alaska,0.28,0.13,0.22,0.37,51691.5,23999.6,40614.8,68306.6,112323
Anchorage Municipality,Alaska,0.34,0.15,0.3,0.21,62768.3,27691.9,55383.8,38768.6,96753
Matanuska-Susitna Borough,Alaska,0.29,0.15,0.36,0.2,53537.6,27691.9,66460.5,36922.5,87300
Juneau City and Borough,Alaska,0.26,0.14,0.26,0.34,47999.3,25845.8,47999.3,62768.3,82229
Gila County,Arizona,0.38,0.07,0.24,0.31,70152.8,12922.9,44307,57229.9,291357
Yavapai County,Arizona,0.29,0.1,0.26,0.35,53537.6,18461.3,47999.3,64614.4,161650
Navajo County,Arizona,0.51,0.11,0.33,0.05,94152.4,20307.4,60922.1,9230.6,148818
Mohave County,Arizona,0.37,0.1,0.29,0.24,68306.6,18461.3,53537.6,44307,135000
Yuma County,Arizona,0.37,0.1,0.31,0.22,68306.6,18461.3,57229.9,40614.8,132050
Cochise County,Arizona,0.33,0.11,0.28,0.28,60922.1,20307.4,51691.5,51691.5,124245
Coconino County,Arizona,0.37,0.18,0.31,0.14,68306.6,33230.3,57229.9,25845.8,113356
Pinal County,Arizona,0.4,0.15,0.35,0.1,73845,27691.9,64614.4,18461.3,107320
Santa Cruz County,Arizona,0.35,0.09,0.27,0.29,64614.4,16615.1,49845.4,53537.6,103189
Maricopa County,Arizona,0.36,0.17,0.32,0.15,66460.5,31384.1,59076,27691.9,96818
Pima County,Arizona,0.34,0.16,0.29,0.21,62768.3,29538,53537.6,38768.6,93338
Apache County,Arizona,0.6,0.16,0.37,-0.13,110767.5,29538,68306.6,-23999.6,70594
Baxter County,Arkansas,0.3,0.1,0.26,0.34,55383.8,18461.3,47999.3,62768.3,133550
Garland County,Arkansas,0.39,0.13,0.25,0.23,71998.9,23999.6,46153.1,42460.9,124569
Clark County,Arkansas,0.37,0.17,0.31,0.15,68306.6,31384.1,57229.9,27691.9,114612
Washington County,Arkansas,0.34,0.16,0.34,0.16,62768.3,29538,62768.3,29538,112894
Mississippi County,Arkansas,0.5,0.11,0.29,0.1,92306.3,20307.4,53537.6,18461.3,111355
Benton County,Arkansas,0.28,0.14,0.37,0.21,51691.5,25845.8,68306.6,38768.6,107536
Boone County,Arkansas,0.37,0.12,0.3,0.21,68306.6,22153.5,55383.8,38768.6,103808
Independence County,Arkansas,0.42,0.13,0.38,0.07,77537.3,23999.6,70152.8,12922.9,102292
Ashley County,Arkansas,0.46,0.15,0.32,0.07,84921.8,27691.9,59076,12922.9,100880
Union County,Arkansas,0.45,0.13,0.31,0.11,83075.6,23999.6,57229.9,20307.4,99454
Pope County,Arkansas,0.4,0.16,0.31,0.13,73845,29538,57229.9,23999.6,99250
Lonoke County,Arkansas,0.34,0.16,0.41,0.09,62768.3,29538,75691.1,16615.1,98719
Sebastian County,Arkansas,0.4,0.13,0.3,0.17,73845,23999.6,55383.8,31384.1,97169
Miller County,Arkansas,0.54,0.1,0.32,0.04,99690.8,18461.3,59076,7384.5,94540
Crawford County,Arkansas,0.42,0.11,0.35,0.12,77537.3,20307.4,64614.4,22153.5,94491
Columbia County,Arkansas,0.51,0.16,0.26,0.07,94152.4,29538,47999.3,12922.9,94106
Crittenden County,Arkansas,0.57,0.15,0.26,0.02,105229.1,27691.9,47999.3,3692.3,93907
Greene County,Arkansas,0.42,0.16,0.29,0.13,77537.3,29538,53537.6,23999.6,92706
Craighead County,Arkansas,0.42,0.19,0.34,0.05,77537.3,35076.4,62768.3,9230.6,89474
White County,Arkansas,0.38,0.15,0.32,0.15,70152.8,27691.9,59076,27691.9,88947
Pulaski County,Arkansas,0.4,0.22,0.3,0.08,73845,40614.8,55383.8,14769,88536
Saline County,Arkansas,0.31,0.18,0.39,0.12,57229.9,33230.3,71998.9,22153.5,82572
Drew County,Arkansas,0.42,0.17,0.34,0.07,77537.3,31384.1,62768.3,12922.9,81247
Faulkner County,Arkansas,0.33,0.21,0.38,0.08,60922.1,38768.6,70152.8,14769,69557
Jefferson County,Arkansas,0.5,0.18,0.32,0,92306.3,33230.3,59076,,68256
Lake County,California,0.42,0.08,0.24,0.26,77537.3,14769,44307,47999.3,228425
Calaveras County,California,0.29,0.07,0.27,0.37,53537.6,12922.9,49845.4,68306.6,226043
San Mateo County,California,0.17,0.09,0.24,0.5,31384.1,16615.1,44307,92306.3,211111
Marin County,California,0.15,0.1,0.24,0.51,27691.9,18461.3,44307,94152.4,193960
Tuolumne County,California,0.29,0.07,0.24,0.4,53537.6,12922.9,44307,73845,185614
Napa County,California,0.23,0.09,0.28,0.4,42460.9,16615.1,51691.5,73845,185433
Santa Clara County,California,0.16,0.09,0.23,0.52,29538,16615.1,42460.9,95998.5,181522
Sonoma County,California,0.23,0.09,0.27,0.41,42460.9,16615.1,49845.4,75691.1,180033
Santa Cruz County,California,0.2,0.11,0.24,0.45,36922.5,20307.4,44307,83075.6,168836
Imperial County,California,0.36,0.09,0.28,0.27,66460.5,16615.1,51691.5,49845.4,162700
Mendocino County,California,0.31,0.07,0.27,0.35,57229.9,12922.9,49845.4,64614.4,161771
San Benito County,California,0.32,0.09,0.35,0.24,59076,16615.1,64614.4,44307,159933
Tehama County,California,0.39,0.08,0.29,0.24,71998.9,14769,53537.6,44307,159425
San Francisco County,California,0.16,0.13,0.15,0.56,29538,23999.6,27691.9,103383,157531
Ventura County,California,0.28,0.11,0.3,0.31,51691.5,20307.4,55383.8,57229.9,157482
San Luis Obispo County,California,0.23,0.1,0.27,0.4,42460.9,18461.3,49845.4,73845,157000
Alameda County,California,0.23,0.12,0.23,0.42,42460.9,22153.5,42460.9,77537.3,155217
Nevada County,California,0.23,0.1,0.23,0.44,42460.9,18461.3,42460.9,81229.5,154200
Contra Costa County,California,0.25,0.11,0.27,0.37,46153.1,20307.4,49845.4,68306.6,153664
Orange County,California,0.25,0.11,0.29,0.35,46153.1,20307.4,53537.6,64614.4,151791
Santa Barbara County,California,0.28,0.1,0.25,0.37,51691.5,18461.3,46153.1,68306.6,146650
Siskiyou County,California,0.3,0.1,0.26,0.34,55383.8,18461.3,47999.3,62768.3,143590
Monterey County,California,0.33,0.09,0.24,0.34,60922.1,16615.1,44307,62768.3,139533
Sutter County,California,0.33,0.09,0.31,0.27,60922.1,16615.1,57229.9,49845.4,138811
El Dorado County,California,0.24,0.11,0.29,0.36,44307,20307.4,53537.6,66460.5,130400
Kern County,California,0.43,0.11,0.31,0.15,79383.4,20307.4,57229.9,27691.9,125927
Madera County,California,0.35,0.1,0.3,0.25,64614.4,18461.3,55383.8,46153.1,123480
Los Angeles County,California,0.31,0.13,0.26,0.3,57229.9,23999.6,47999.3,55383.8,123100
Solano County,California,0.33,0.13,0.31,0.23,60922.1,23999.6,57229.9,42460.9,123015
San Diego County,California,0.28,0.13,0.3,0.29,51691.5,23999.6,55383.8,53537.6,121900
Placer County,California,0.19,0.13,0.32,0.36,35076.4,23999.6,59076,66460.5,120308
Merced County,California,0.4,0.11,0.27,0.22,73845,20307.4,49845.4,40614.8,117336
Butte County,California,0.31,0.12,0.23,0.34,57229.9,22153.5,42460.9,62768.3,117058
Yolo County,California,0.21,0.14,0.24,0.41,38768.6,25845.8,44307,75691.1,114614
Riverside County,California,0.37,0.13,0.33,0.17,68306.6,23999.6,60922.1,31384.1,114562
San Joaquin County,California,0.37,0.13,0.3,0.2,68306.6,23999.6,55383.8,36922.5,111908
Shasta County,California,0.33,0.11,0.27,0.29,60922.1,20307.4,49845.4,53537.6,111582
Yuba County,California,0.43,0.11,0.32,0.14,79383.4,20307.4,59076,25845.8,110727
Kings County,California,0.44,0.11,0.33,0.12,81229.5,20307.4,60922.1,22153.5,110264
San Bernardino County,California,0.4,0.14,0.32,0.14,73845,25845.8,59076,25845.8,109171
Tulare County,California,0.42,0.11,0.29,0.18,77537.3,20307.4,53537.6,33230.3,107564
Sacramento County,California,0.31,0.14,0.28,0.27,57229.9,25845.8,51691.5,49845.4,107214
Stanislaus County,California,0.35,0.12,0.29,0.24,64614.4,22153.5,53537.6,44307,105175
Fresno County,California,0.42,0.13,0.28,0.17,77537.3,23999.6,51691.5,31384.1,102446
Humboldt County,California,0.28,0.14,0.24,0.34,51691.5,25845.8,44307,62768.3,100000
Fremont County,Colorado,0.35,0.16,0.32,0.17,64614.4,29538,59076,31384.1,147806
Eagle County,Colorado,0.26,0.13,0.25,0.36,47999.3,23999.6,46153.1,66460.5,142662
Garfield County,Colorado,0.32,0.13,0.32,0.23,59076,23999.6,59076,42460.9,123277
Montrose County,Colorado,0.24,0.12,0.29,0.35,44307,22153.5,53537.6,64614.4,119800
Boulder County,Colorado,0.18,0.17,0.25,0.4,33230.3,31384.1,46153.1,73845,113324
Broomfield County,Colorado,0.17,0.19,0.35,0.29,31384.1,35076.4,64614.4,53537.6,108437
Summit County,Colorado,0.26,0.14,0.25,0.35,47999.3,25845.8,46153.1,64614.4,108064
Jefferson County,Colorado,0.23,0.18,0.33,0.26,42460.9,33230.3,60922.1,47999.3,103500
Alamosa County,Colorado,0.37,0.22,0.32,0.09,68306.6,40614.8,59076,16615.1,103277
Delta County,Colorado,0.26,0.13,0.27,0.34,47999.3,23999.6,49845.4,62768.3,101638
Teller County,Colorado,0.23,0.14,0.31,0.32,42460.9,25845.8,57229.9,59076,101214
Denver County,Colorado,0.34,0.21,0.28,0.17,62768.3,38768.6,51691.5,31384.1,100538
Arapahoe County,Colorado,0.3,0.19,0.32,0.19,55383.8,35076.4,59076,35076.4,100500
Douglas County,Colorado,0.15,0.19,0.39,0.27,27691.9,35076.4,71998.9,49845.4,98442
Larimer County,Colorado,0.24,0.19,0.29,0.28,44307,35076.4,53537.6,51691.5,97384
Logan County,Colorado,0.3,0.17,0.33,0.2,55383.8,31384.1,60922.1,36922.5,94359
La Plata County,Colorado,0.23,0.17,0.32,0.28,42460.9,31384.1,59076,51691.5,88129
Weld County,Colorado,0.31,0.19,0.36,0.14,57229.9,35076.4,66460.5,25845.8,87284
Pueblo County,Colorado,0.41,0.2,0.31,0.08,75691.1,36922.5,57229.9,14769,86205
Otero County,Colorado,0.38,0.18,0.3,0.14,70152.8,33230.3,55383.8,25845.8,85239
Mesa County,Colorado,0.28,0.17,0.32,0.23,51691.5,31384.1,59076,42460.9,84659
Elbert County,Colorado,0.2,0.15,0.41,0.24,36922.5,27691.9,75691.1,44307,83620
Routt County,Colorado,0.17,0.14,0.29,0.4,31384.1,25845.8,53537.6,73845,83036
El Paso County,Colorado,0.31,0.2,0.34,0.15,57229.9,36922.5,62768.3,27691.9,80785
Morgan County,Colorado,0.38,0.14,0.36,0.12,70152.8,25845.8,66460.5,22153.5,80686
Adams County,Colorado,0.38,0.19,0.34,0.09,70152.8,35076.4,62768.3,16615.1,75879
Fairfield County,Connecticut,0.24,0.15,0.28,0.33,44307,27691.9,51691.5,60922.1,129553
Middlesex County,Connecticut,0.18,0.18,0.34,0.3,33230.3,33230.3,62768.3,55383.8,103350
Tolland County,Connecticut,0.2,0.18,0.35,0.27,36922.5,33230.3,64614.4,49845.4,99900
New London County,Connecticut,0.26,0.17,0.32,0.25,47999.3,31384.1,59076,46153.1,99629
Litchfield County,Connecticut,0.25,0.17,0.34,0.24,46153.1,31384.1,62768.3,44307,99594
Hartford County,Connecticut,0.3,0.18,0.3,0.22,55383.8,33230.3,55383.8,40614.8,98561
New Haven County,Connecticut,0.31,0.19,0.29,0.21,57229.9,35076.4,53537.6,38768.6,95611
Windham County,Connecticut,0.33,0.17,0.34,0.16,60922.1,31384.1,62768.3,29538,95459
Sussex County,Delaware,0.3,0.11,0.32,0.27,55383.8,20307.4,59076,49845.4,155500
Kent County,Delaware,0.4,0.15,0.36,0.09,73845,27691.9,66460.5,16615.1,117787
New Castle County,Delaware,0.37,0.17,0.33,0.13,68306.6,31384.1,60922.1,23999.6,113447
District of Columbia,District of Columbia,0.33,0.21,0.18,0.28,60922.1,38768.6,33230.3,51691.5,114910
Sumter County,Florida,0.19,0.06,0.28,0.47,35076.4,11076.8,51691.5,86767.9,255950
Walton County,Florida,0.36,0.09,0.31,0.24,66460.5,16615.1,57229.9,44307,221167
Citrus County,Florida,0.36,0.08,0.3,0.26,66460.5,14769,55383.8,47999.3,202888
Indian River County,Florida,0.33,0.09,0.3,0.28,60922.1,16615.1,55383.8,51691.5,188467
Collier County,Florida,0.3,0.09,0.31,0.3,55383.8,16615.1,57229.9,55383.8,181144
Sarasota County,Florida,0.27,0.1,0.29,0.34,49845.4,18461.3,53537.6,62768.3,176640
Highlands County,Florida,0.35,0.08,0.28,0.29,64614.4,14769,51691.5,53537.6,167750
Monroe County,Florida,0.34,0.1,0.25,0.31,62768.3,18461.3,46153.1,57229.9,167490
Manatee County,Florida,0.33,0.12,0.31,0.24,60922.1,22153.5,57229.9,44307,156383
Levy County,Florida,0.45,0.1,0.26,0.19,83075.6,18461.3,47999.3,35076.4,154620
Bay County,Florida,0.47,0.1,0.29,0.14,86767.9,18461.3,53537.6,25845.8,149800
Charlotte County,Florida,0.28,0.09,0.31,0.32,51691.5,16615.1,57229.9,59076,146111
Lake County,Florida,0.36,0.12,0.32,0.2,66460.5,22153.5,59076,36922.5,145867
Columbia County,Florida,0.51,0.09,0.22,0.18,94152.4,16615.1,40614.8,33230.3,144900
Polk County,Florida,0.45,0.12,0.34,0.09,83075.6,22153.5,62768.3,16615.1,142975
Putnam County,Florida,0.53,0.11,0.27,0.09,97844.6,20307.4,49845.4,16615.1,140845
Martin County,Florida,0.28,0.09,0.29,0.34,51691.5,16615.1,53537.6,62768.3,139878
Marion County,Florida,0.4,0.11,0.26,0.23,73845,20307.4,47999.3,42460.9,135600
Lee County,Florida,0.36,0.12,0.32,0.2,66460.5,22153.5,59076,36922.5,134717
Palm Beach County,Florida,0.36,0.13,0.31,0.2,66460.5,23999.6,57229.9,36922.5,131800
Hernando County,Florida,0.37,0.12,0.34,0.17,68306.6,22153.5,62768.3,31384.1,130017
St. Lucie County,Florida,0.42,0.12,0.34,0.12,77537.3,22153.5,62768.3,22153.5,127242
Okaloosa County,Florida,0.33,0.11,0.33,0.23,60922.1,20307.4,60922.1,42460.9,126555
Pinellas County,Florida,0.36,0.14,0.29,0.21,66460.5,25845.8,53537.6,38768.6,125000
Miami-Dade County,Florida,0.35,0.13,0.27,0.25,64614.4,23999.6,49845.4,46153.1,122392
Okeechobee County,Florida,0.47,0.08,0.3,0.15,86767.9,14769,55383.8,27691.9,120438
Broward County,Florida,0.39,0.15,0.3,0.16,71998.9,27691.9,55383.8,29538,119940
Bradford County,Florida,0.46,0.12,0.27,0.15,84921.8,22153.5,49845.4,27691.9,117600
Jackson County,Florida,0.47,0.1,0.3,0.13,86767.9,18461.3,55383.8,23999.6,117530
Volusia County,Florida,0.4,0.14,0.31,0.15,73845,25845.8,57229.9,27691.9,117407
Flagler County,Florida,0.33,0.13,0.35,0.19,60922.1,23999.6,64614.4,35076.4,116000
Gadsden County,Florida,0.57,0.18,0.33,-0.08,105229.1,33230.3,60922.1,-14769,115022
St. Johns County,Florida,0.26,0.15,0.38,0.21,47999.3,27691.9,70152.8,38768.6,114940
Wakulla County,Florida,0.43,0.13,0.36,0.08,79383.4,23999.6,66460.5,14769,112231
Brevard County,Florida,0.35,0.14,0.31,0.2,64614.4,25845.8,57229.9,36922.5,111643
Santa Rosa County,Florida,0.33,0.12,0.33,0.22,60922.1,22153.5,60922.1,40614.8,107725
Orange County,Florida,0.43,0.18,0.3,0.09,79383.4,33230.3,55383.8,16615.1,102889
Hillsborough County,Florida,0.42,0.17,0.32,0.09,77537.3,31384.1,59076,16615.1,102494
Seminole County,Florida,0.34,0.18,0.34,0.14,62768.3,33230.3,62768.3,25845.8,101067
Alachua County,Florida,0.34,0.19,0.2,0.27,62768.3,35076.4,36922.5,49845.4,99668
Escambia County,Florida,0.4,0.13,0.29,0.18,73845,23999.6,53537.6,33230.3,97100
Pasco County,Florida,0.38,0.15,0.35,0.12,70152.8,27691.9,64614.4,22153.5,96033
Osceola County,Florida,0.44,0.16,0.32,0.08,81229.5,29538,59076,14769,94444
Leon County,Florida,0.39,0.23,0.28,0.1,71998.9,42460.9,51691.5,18461.3,91496
Nassau County,Florida,0.37,0.13,0.34,0.16,68306.6,23999.6,62768.3,29538,88377
Duval County,Florida,0.48,0.18,0.33,0.01,88614,33230.3,60922.1,1846.1,87767
Suwannee County,Florida,0.48,0.09,0.29,0.14,88614,16615.1,53537.6,25845.8,85356
Clay County,Florida,0.38,0.17,0.39,0.06,70152.8,31384.1,71998.9,11076.8,83118
Hendry County,Florida,0.54,0.12,0.33,0.01,99690.8,22153.5,60922.1,1846.1,79067
Polk County,Georgia,0.47,0.1,0.28,0.15,86767.9,18461.3,51691.5,27691.9,181640
Jackson County,Georgia,0.34,0.13,0.33,0.2,62768.3,23999.6,60922.1,36922.5,148054
Dawson County,Georgia,0.3,0.13,0.38,0.19,55383.8,23999.6,70152.8,35076.4,145162
Habersham County,Georgia,0.32,0.11,0.27,0.3,59076,20307.4,49845.4,55383.8,139673
Oconee County,Georgia,0.19,0.16,0.31,0.34,35076.4,29538,57229.9,62768.3,139663
Walker County,Georgia,0.46,0.09,0.27,0.18,84921.8,16615.1,49845.4,33230.3,137756
Coffee County,Georgia,0.41,0.12,0.25,0.22,75691.1,22153.5,46153.1,40614.8,135825
Effingham County,Georgia,0.47,0.15,0.38,0,86767.9,27691.9,70152.8,,132833
Ware County,Georgia,0.45,0.09,0.24,0.22,83075.6,16615.1,44307,40614.8,131078
Hall County,Georgia,0.37,0.12,0.26,0.25,68306.6,22153.5,47999.3,46153.1,129742
Harris County,Georgia,0.26,0.16,0.37,0.21,47999.3,29538,68306.6,38768.6,127488
Forsyth County,Georgia,0.19,0.13,0.35,0.33,35076.4,23999.6,64614.4,60922.1,124615
Lumpkin County,Georgia,0.35,0.13,0.3,0.22,64614.4,23999.6,55383.8,40614.8,124015
Upson County,Georgia,0.48,0.13,0.22,0.17,88614,23999.6,40614.8,31384.1,123346
Fayette County,Georgia,0.22,0.18,0.3,0.3,40614.8,33230.3,55383.8,55383.8,123272
Toombs County,Georgia,0.5,0.12,0.28,0.1,92306.3,22153.5,51691.5,18461.3,121475
Clarke County,Georgia,0.42,0.19,0.24,0.15,77537.3,35076.4,44307,27691.9,120179
Glynn County,Georgia,0.43,0.14,0.26,0.17,79383.4,25845.8,47999.3,31384.1,119543
Chatham County,Georgia,0.48,0.19,0.29,0.04,88614,35076.4,53537.6,7384.5,118558
Troup County,Georgia,0.45,0.15,0.26,0.14,83075.6,27691.9,47999.3,25845.8,118460
Madison County,Georgia,0.41,0.12,0.26,0.21,75691.1,22153.5,47999.3,38768.6,117833
Colquitt County,Georgia,0.48,0.13,0.24,0.15,88614,23999.6,44307,27691.9,117562
Murray County,Georgia,0.51,0.1,0.31,0.08,94152.4,18461.3,57229.9,14769,114070
Bryan County,Georgia,0.36,0.18,0.4,0.06,66460.5,33230.3,73845,11076.8,113717
Jones County,Georgia,0.33,0.15,0.35,0.17,60922.1,27691.9,64614.4,31384.1,113547
Wayne County,Georgia,0.47,0.11,0.26,0.16,86767.9,20307.4,47999.3,29538,112927
Fulton County,Georgia,0.38,0.21,0.26,0.15,70152.8,38768.6,47999.3,27691.9,110590
Carroll County,Georgia,0.39,0.15,0.28,0.18,71998.9,27691.9,51691.5,33230.3,110367
Richmond County,Georgia,0.59,0.19,0.28,-0.06,108921.4,35076.4,51691.5,-11076.8,109721
Tift County,Georgia,0.37,0.14,0.27,0.22,68306.6,25845.8,49845.4,40614.8,109593
Floyd County,Georgia,0.45,0.12,0.24,0.19,83075.6,22153.5,44307,35076.4,109117
Cobb County,Georgia,0.31,0.2,0.29,0.2,57229.9,36922.5,53537.6,36922.5,107170
Stephens County,Georgia,0.37,0.12,0.21,0.3,68306.6,22153.5,38768.6,55383.8,106650
Baldwin County,Georgia,0.46,0.18,0.25,0.11,84921.8,33230.3,46153.1,20307.4,106494
Peach County,Georgia,0.47,0.19,0.29,0.05,86767.9,35076.4,53537.6,9230.6,106068
Liberty County,Georgia,0.48,0.18,0.38,-0.04,88614,33230.3,70152.8,-7384.5,105906
Bartow County,Georgia,0.42,0.13,0.31,0.14,77537.3,23999.6,57229.9,25845.8,105769
DeKalb County,Georgia,0.4,0.23,0.25,0.12,73845,42460.9,46153.1,22153.5,104313
Catoosa County,Georgia,0.38,0.13,0.3,0.19,70152.8,23999.6,55383.8,35076.4,103108
Rockdale County,Georgia,0.45,0.24,0.34,-0.03,83075.6,44307,62768.3,-5538.4,102542
Columbia County,Georgia,0.31,0.18,0.38,0.13,57229.9,33230.3,70152.8,23999.6,102444
Bulloch County,Georgia,0.47,0.18,0.29,0.06,86767.9,33230.3,53537.6,11076.8,101911
Grady County,Georgia,0.45,0.15,0.3,0.1,83075.6,27691.9,55383.8,18461.3,100387
Coweta County,Georgia,0.32,0.16,0.35,0.17,59076,29538,64614.4,31384.1,99738
Cherokee County,Georgia,0.26,0.17,0.36,0.21,47999.3,31384.1,66460.5,38768.6,99112
Whitfield County,Georgia,0.43,0.11,0.28,0.18,79383.4,20307.4,51691.5,33230.3,98891
Spalding County,Georgia,0.55,0.14,0.26,0.05,101536.9,25845.8,47999.3,9230.6,98529
Lee County,Georgia,0.39,0.2,0.37,0.04,71998.9,36922.5,68306.6,7384.5,97605
Gwinnett County,Georgia,0.36,0.2,0.3,0.14,66460.5,36922.5,55383.8,25845.8,97245
Emanuel County,Georgia,0.52,0.13,0.28,0.07,95998.5,23999.6,51691.5,12922.9,95646
Paulding County,Georgia,0.35,0.19,0.38,0.08,64614.4,35076.4,70152.8,14769,95342
Muscogee County,Georgia,0.48,0.21,0.3,0.01,88614,38768.6,55383.8,1846.1,93738
Walton County,Georgia,0.41,0.18,0.32,0.09,75691.1,33230.3,59076,16615.1,93644
Barrow County,Georgia,0.42,0.16,0.34,0.08,77537.3,29538,62768.3,14769,89956
Franklin County,Georgia,0.4,0.14,0.29,0.17,73845,25845.8,53537.6,31384.1,89893
Gordon County,Georgia,0.42,0.12,0.28,0.18,77537.3,22153.5,51691.5,33230.3,87375
Houston County,Georgia,0.34,0.2,0.36,0.1,62768.3,36922.5,66460.5,18461.3,86910
Douglas County,Georgia,0.45,0.24,0.32,-0.01,83075.6,44307,59076,-1846.1,85946
Bibb County,Georgia,0.47,0.2,0.25,0.08,86767.9,36922.5,46153.1,14769,84835
Henry County,Georgia,0.38,0.25,0.35,0.02,70152.8,46153.1,64614.4,3692.3,83500
Thomas County,Georgia,0.44,0.16,0.26,0.14,81229.5,29538,47999.3,25845.8,81738
McDuffie County,Georgia,0.57,0.17,0.25,0.01,105229.1,31384.1,46153.1,1846.1,79988
Burke County,Georgia,0.59,0.14,0.31,-0.04,108921.4,25845.8,57229.9,-7384.5,79600
Camden County,Georgia,0.43,0.17,0.36,0.04,79383.4,31384.1,66460.5,7384.5,76759
Decatur County,Georgia,0.45,0.18,0.23,0.14,83075.6,33230.3,42460.9,25845.8,76394
Lowndes County,Georgia,0.47,0.21,0.3,0.02,86767.9,38768.6,55383.8,3692.3,73710
Laurens County,Georgia,0.48,0.15,0.28,0.09,88614,27691.9,51691.5,16615.1,73707
Clayton County,Georgia,0.55,0.24,0.28,-0.07,101536.9,44307,51691.5,-12922.9,72733
Newton County,Georgia,0.47,0.22,0.33,-0.02,86767.9,40614.8,60922.1,-3692.3,72664
Mitchell County,Georgia,0.56,0.19,0.26,-0.01,103383,35076.4,47999.3,-1846.1,70084
Dougherty County,Georgia,0.6,0.27,0.2,-0.07,110767.5,49845.4,36922.5,-12922.9,60978
Sumter County,Georgia,0.58,0.21,0.2,0.01,107075.3,38768.6,36922.5,1846.1,59248
Crisp County,Georgia,0.55,0.17,0.25,0.03,101536.9,31384.1,46153.1,5538.4,55359
Butts County,Georgia,0.45,0.15,0.3,0.1,83075.6,27691.9,55383.8,18461.3,50307
